ID,식품명,에너지(kcal),탄수화물(g),단백질(g),지방(g),비타민A(R.E),리보플라빈(mg),칼슘(mg),철분(mg)
5079,"혼합잡곡밥, 육개장, 국, 난자완스, 까르보나라떡볶이, 구이김, 배추김치, 연시",1256.3,182.9,46.7,42.0,478.7,0.9,332.6,5.0
5080,"기장밥, 사쪽마늘빵, 유부우동국, 메추리알장조림, 장떡, 타르타르소스, 피쉬앤칩스, 배추김치, 허니유자주스",1645.5,229.0,56.8,54.7,204.7,1.0,350.0,1.0
5081,"검정콩밥, 소고기무국, 아몬드멸치볶음, 돈육고추장볶음, 소떡소떡, 배추김치, 거봉",1035.1,155.2,60.6,22.1,229.8,1.1,180.3,4.0
5082,"차조밥, 롤케이크, 청국장찌개, 마늘쫑진미무침, 사각어묵볶음, 닭살데리야끼볶음, 배추김치",848.5,122.5,56.1,15.8,211.9,0.4,192.2,9.0
5083,"수수밥, 짬뽕국, 명엽채볶음, 베이컨감자조림, 타르트스테이크, 깍두기, 배",945.7,124.9,47.8,30.4,218.0,0.4,223.4,4.0
5084,"누룽지현미밥, 황태국, 건파래볶음, 비엔나볶음, 응원햄, 사천짜장떡볶이, 배추김치, 사과당근주스",1062.9,150.9,45.2,36.2,472.3,11.9,237.5,5.0
5085,"소고기하이라이스, 어묵김치찌개, 대만식지파이, 깍두기, 티라미슈찰떡, 크래미샐러드",875.9,110.9,35.4,26.0,254.8,0.3,130.7,3.0
5086,"혼합잡곡밥, 근대된장국, 어묵잡채, 겹등심돈까스, 배추김치, 단감, 마카로니샐러드",1095.8,144.0,35.6,41.7,354.5,0.5,147.2,3.0
5087,"기장밥, 조랭이떡국, 꽁치김치조림, 깻잎계란말이, 타코야끼, 깍두기, 황금향",1094.9,150.0,39.4,37.3,392.0,0.7,388.6,5.0
5088,"강낭콩밥, 우리밀붕어빵, 순두부찌개, 두부양념조림, 오이부추무침, 닭다리오븐구이, 배추김치",963.5,133.7,57.0,23.2,167.9,0.8,168.4,6.0
5089,"흑미밥, 모듬햄찌개, 알감자조림, 철판돼지불고기, 피쉬볼탕수, 깍두기, 망고주스",999.9,150.1,63.5,19.8,99.0,1.0,147.3,4.0
5090,"새우베이컨볶음밥, 맑은장국, 상추치커리샐러드, 한입떡갈비, 배추김치, 요구르트, 앙팡, 바나나",868.8,120.1,41.0,27.6,228.9,0.8,217.6,6.0
5091,"보리밥, 콩비지찌개, 쭈꾸미삼겹살볶음, 스크램블에그, 동그랑땡, 배추김치, 아이스블루베리",940.8,137.8,56.6,21.0,484.9,1.0,208.8,7.0
5092,"롱샌드위치, 뉴욕핫도그, 차돌박이칼제비, 일품, 회오리감자튀김, 깍두기, 사과, 파인애플주스, 배",1138.9,183.9,40.9,34.4,410.4,0.9,274.4,1.0
5093,"검정콩밥, 건새우아욱국, 매운돼지갈비찜, 군어묵볶음, 구이김, 배추김치, 방울토마토",1190.7,149.9,58.1,43.6,653.5,1.1,261.5,5.0
5094,"율무밥, 꽃빵, 김치수제비국, 소고기계란장조림, 부추잡채, 진미채볶음, 깍두기, 그린키위",1168.6,152.2,73.6,30.0,339.0,1.3,243.3,9.0
5095,"토마토카레라이스, 콩나물국, 고구마롤, 유자드레싱, 고추송송고기말이, 배추김치, 감귤한라봉주스",1070.9,147.6,43.3,38.4,481.2,0.7,129.4,5.0
5096,"혼합잡곡밥, 소고기무국, 돈육김치볶음, 온두부, 명엽채볶음, 햄감자채볶음, 깍두기, 아이스홍시",912.3,115.9,61.1,23.0,174.0,0.7,246.7,5.0
5097,"옥수수밥, 돼지고기고추장찌개, 비엔나푸실리볶음, 잡채전병, 치킨텐더샐러드, 배추김치, 사과",1290.9,169.3,56.5,48.2,265.3,0.8,170.7,4.0
5098,"흑미밥, 소고기미역국, 우엉땅콩조림, 건파래볶음, 로제닭갈비, 배추김치, 단감",910.1,129.2,53.5,27.0,450.1,0.6,172.5,4.0
5099,"보리밥, 설렁탕, 소면, 김치만두찜, 석박지, 배추겉절이, 짜먹는요구르트",1101.6,150.8,55.1,28.0,75.7,0.7,172.8,2.0
5100,"완두콩밥, 육개장, 국, 청포묵김무침, 어묵떡볶이, 새우까스, 타르타르, 배추김치, 파인애플",1140.8,186.6,38.0,31.7,328.3,0.4,222.6,4.0
5101,"곤드레나물밥, 초코슈, 도토리묵국수, 버섯잡채, 감자전, 배추김치, 샤인머스캣요구르트",1003.8,180.8,24.2,27.4,315.3,0.9,209.5,4.0
5102,"기장밥, 조랭이떡국, 진미야채초무침, 해시포테이토, 케찹, 돼지고기쌈장구이, 배추김치, 복숭아주스",1036.1,165.0,53.8,20.8,240.8,0.6,127.6,5.0
5103,"현미밥, 순두부찌개, 두부양념조림, 콩나물무침, 순살파닭, 배추김치, 아이스블루베리",1072.9,135.0,66.2,28.5,156.2,0.9,186.0,7.0
5104,"팥밥, 에그인토스트, 곰국, 매운감자조림, 치즈비엔나볶음, 배추김치, 딸바라떼",1268.3,201.9,48.7,30.8,184.8,1.0,257.1,5.0
5105,"훈제오리볶음밥, 부산어묵국, 골뱅이야채무침, 쫄면, 옥수수슈크림찹쌀도넛, 배추김치, 유기농포도주스",1111.6,125.1,48.2,35.7,455.8,0.9,200.4,8.0
5106,"차조밥, 치즈블링브라우니, 참치김치찌개, 우불고기버섯볶음, 풋고추멸치볶음, 장떡, 깍두기",1029.0,136.6,47.2,32.2,143.8,0.8,182.8,5.0
5107,"수수밥, 시금치된장국, 상추치커리무침, 제육볶음, 부추계란말이, 배추김치, 샤인머스캣",869.9,135.7,54.7,16.4,729.6,1.4,168.6,6.0
5108,"혼합잡곡밥, 모듬햄찌개, 오징어실채볶음, 어니언떡갈비구이, 부추무침, 깍두기, 사과주스, 콘샐러드",1072.5,128.3,48.2,41.3,78.9,0.6,140.8,6.0
5109,"흑미밥, 고구마치즈케이크, 물만두국, 수제등심돈까스, 참깨소스, 배추김치, 바나나, 크래미샐러드",1596.9,237.4,61.2,36.4,120.9,0.7,171.1,7.0
5110,"계란볶음밥, 해물짜장면, 일품, 새우멘보샤, 칠리소스, 배추겉절이, 망고주스, 단무지, 반달, 배",1283.6,228.1,46.8,25.0,343.3,1.7,374.8,5.0
5111,"보리밥, 롱샌드위치, 뉴욕핫도그, 일품순대국, 오징어파프리카초회, 석박지, 머루포도",1244.0,183.7,56.2,35.9,341.5,1.0,294.4,1.0
5112,"양지쌀국수, 반미샌드위치, 새우짜조롤, 칠리소스, 깍두기, 착즙사과주스, 콘샐러드",825.9,93.8,40.7,32.9,1365.8,0.7,178.3,7.0
5113,"현미밥, 대파국, 알감자조림, 야채떡볶이, 닭다리오븐구이, 배추김치, 배",1089.7,194.8,50.8,17.0,271.3,0.9,145.5,4.0
5114,"흰콩밥, 배추된장국, 돼지수육, 콩나물파채무침, 부추전, 배추김치, 쌈장, 한라봉주스",1036.1,124.3,52.5,37.2,133.6,0.6,175.0,7.0
5115,"감자밥, 쫄면야채무침, 김치수제비국, 호두연근조림, 타르타르소스, 피쉬커틀렛, 깍두기, 머루포도",1303.7,180.8,34.6,54.8,333.1,0.6,216.0,7.0
5116,"율무밥, 시금치된장국, 골뱅이야채무침, 아몬드멸치볶음, 타르트스테이크, 배추김치, 스위트트로피컬주스",939.0,136.6,41.2,27.6,694.0,0.6,245.6,5.0
5117,"짜장덮밥, 김치콩나물국, 핫스파이스봉, 깍두기, 골드키위, 양상추후레이크샐러드",954.1,136.3,43.8,30.3,300.9,0.9,164.2,5.0
5118,"검정콩밥, 순두부찌개, 안동찜닭, 건파래볶음, 참나물전, 배추김치, 식혜, 송편",1080.1,160.9,61.1,27.1,466.4,1.0,192.8,6.0
5119,"흑미밥, 소고기미역국, 마파두부, 순대야채볶음, 햄계란말이, 배추김치, 사과",1238.9,175.8,53.2,40.9,562.3,1.4,322.2,3.0
5120,"보리밥, 일품떡만두국, 치즈롤핫도그, 깍두기, 유기농오렌지주스, 파인애플",1066.4,189.4,33.3,21.1,141.5,0.4,170.4,4.0
5121,"미트볼스파게티, 갈릭버터프레첼, 옥수수스프, 망고주스, 오이피클, 할라피뇨, 크래미샐러드",1277.6,188.6,36.8,45.8,311.4,0.7,272.8,7.0
5122,"산채비빔밥, 청국장찌개, 계란후라이, 츄러스맛탕, 백김치, 볶음고추장, 그린키위, 요거트, 초코볼, 퀴노아토핑",1026.4,164.6,36.1,30.3,662.1,0.9,440.4,9.0
5123,"수수밥, 김계란국, 쫀득한고기만두, 오징어야채초무침, 과일탕수육, 배추김치, 파인애플주스",1156.7,176.6,40.1,34.1,229.0,0.7,139.6,1.0
5124,"혼합잡곡밥, 모듬햄찌개, 난자완스, 꽈리고추감자조림, 군어묵멸치볶음, 깍두기, 바나나",1054.3,146.9,43.0,35.1,260.0,0.9,189.4,5.0
5125,"베이컨깍두기볶음밥, 바바리안휠드, 쑥갓어묵국, 계란후라이, 닭다리살스테이크, 배추김치, 달밤라떼, 푸실리샐러드",1180.3,133.2,53.3,47.7,289.7,0.8,331.2,5.0
5126,"현미밥, 황태국, 생깻잎지, 피망감자채볶음, 식돼지갈비찜, 배추김치, 아이스망고",1151.2,121.8,58.9,44.5,282.4,1.4,184.1,5.0
5127,"기장밥, 참치김치찌개, 두부양념조림, 명엽채볶음, 크리스피치킨까스, 깍두기, 샤인머스캣요구르트",1082.9,142.2,67.6,29.0,85.5,1.8,274.6,1.0
5128,"흑미밥, 아욱된장국, 야채계란찜, 철판돼지불고기, 야채비빔만두, 배추김치, 꿀떡",1231.3,174.5,68.8,30.7,395.0,1.4,224.8,6.0
5129,"보리밥, 무다시마국, 콩나물무침, 쭈꾸미삼겹살볶음, 새우멘보샤, 칠리소스, 배추김치, 포도",1052.6,163.0,51.9,26.0,423.6,1.0,211.9,5.0
5130,"차조밥, 초코롤케이크, 돼지고기고추장찌개, 마늘쫑진미무침, 율란떡갈비, 부추무침, 배추김치, 매실에이드",1069.4,157.2,44.5,32.5,186.6,0.6,182.0,5.0
5131,"보리밥, 사골곰국, 건새우볶음, 어묵잡채, 순살파닭, 배추김치, 아이스홍시",1135.8,157.0,57.4,29.4,269.2,0.6,465.0,6.0
5132,"김치콩나물밥, 사과패스츄리, 꽃게된장국, 오이생채, 계란말이, 떡강정, 배추김치",981.5,152.3,39.8,23.7,269.4,0.9,257.6,7.0
5133,"현미밥, 쫄면야채무침, 들깨무채국, 우불고기버섯볶음, 타코야끼, 배추김치, 아이스망고",1225.5,162.9,44.5,45.2,463.8,1.0,160.2,9.0
5134,"흑미밥, 육개장, 국, 풋고추감자조림, 생깻잎지, 겹등심돈까스, 배추김치, 브라운소스, 머루포도",1030.5,145.0,41.7,33.1,267.1,0.8,164.3,4.0
5135,"카레라이스, 부산어묵국, 상추사과무침, 핫치킨고로케, 배추김치, 수박",972.2,156.4,35.2,27.9,536.4,0.5,186.8,6.0
5136,"기장밥, 된장찌개, 제육볶음, 아몬드멸치볶음, 까르보나라떡볶이, 열무김치",1137.0,168.0,64.7,27.0,407.5,1.4,412.6,9.0
5137,"베트남볶음밥, 쌀국수, 팡오소시지, 빵, 깍두기, 마시는요거트, 사과, 그린샐러드, 딸기드레싱",1142.9,168.2,29.4,39.8,324.8,0.5,240.1,3.0
5138,"칼슘찹쌀밥, 비빔냉면, 모듬햄찌개, 부추무침, 언양불고기, 야채춘권, 배추김치, 자몽에이드",1151.1,182.3,43.4,30.9,131.9,0.7,147.4,6.0
5139,"칼슘찹쌀밥, 소고기미역국, 맛살스크램블에그, 로제떡볶이, 과일탕수육, 배추김치, 요구르트, 방울토마토",1345.2,205.5,49.2,38.5,408.8,1.2,251.5,1.0
5140,"혼합잡곡밥, 순두부찌개, 해파리냉채, 어묵떡볶이, 수제바베큐폭립, 배추겉절이, 파인애플",1439.2,170.2,77.9,50.6,233.3,0.7,208.2,6.0
5141,"기장밥, 소고기미역국, 오삼불고기, 부추계란말이, 배추김치, 자몽워터젤리, 콘샐러드",1213.8,165.6,63.9,38.6,513.9,1.1,186.2,6.0
5142,"수수밥, 황태국, 부추파채무침, 돈육잡채, 진미채볶음, 닭다리살스테이크, 배추김치",955.6,119.6,56.0,30.4,241.8,0.6,148.2,4.0
5143,"검정콩밥, 참치김치찌개, 맛살야채초무침, 마파두부, 치즈비엔나볶음, 열무김치, 요구르트",1061.5,140.5,51.0,34.4,236.5,0.8,327.8,1.0
5144,"야채볶음밥, 냉모밀국수, 김치만두찜, 도토리묵참나물무침, 왕새우튀김, 간장, 깍두기, 사과",1181.7,202.6,38.9,25.5,437.2,1.2,282.6,1.0
5145,"현미밥, 설렁탕, 소면, 파닭꼬치, 깍두기, 배추겉절이, 포도",870.6,123.1,48.7,18.0,50.0,0.5,111.6,1.0
5146,"미트스파게티, 초코칩트위스트빵, 브로컬리스프, 흑임자드레싱, 오이피클, 할라피뇨, 딸기우유, 양배추샐러드",1275.5,190.8,35.3,44.3,399.4,1.0,483.9,6.0
5147,"흑미밥, 모듬햄찌개, 매운감자조림, 김치볶음, 온두부, 치킨텐더샐러드, 알타리김치",1181.1,154.1,55.4,44.1,274.9,0.8,214.1,5.0
5148,"보리밥, 열무된장국, 메추리알장조림, 명엽채볶음, 돈육고추장볶음, 배추김치, 수박",950.8,138.4,66.1,18.6,611.3,1.4,224.4,7.0
5149,"혼합잡곡밥, 허니버터비스킷, 딸기잼, 일품순대국, 깍두기, 배추겉절이, 파인애플, 매실에이드, 파인애플",1062.5,156.0,41.6,28.8,86.3,0.6,239.5,8.0
5150,"투움바파스타, 팡오소시지, 빵, 양송이스프, 알감자샐러드, 오이피클, 할라피뇨, 오렌지",1573.3,161.0,37.9,91.3,233.8,0.7,326.2,5.0
5151,"산채비빔밥, 힘내소, 우리밀쿠키, 도토리묵국수, 김치만두찜, 계란후라이, 깍두기, 볶음고추장, 망고주스",996.9,189.7,33.2,22.5,930.3,1.0,268.9,1.0
5152,"베트남볶음밥, 쌀국수, 파닭꼬치, 깍두기, 요구르트, 콘샐러드",916.8,146.9,32.8,23.0,291.1,0.5,133.1,9.0
5153,"흑미밥, 감자미역국, 매운돼지갈비찜, 탕평채, 불고기퀘사디아, 배추김치",1366.6,171.6,65.5,48.0,482.7,1.0,393.5,5.0
5154,"수수밥, 팽이가쓰오장국, 와규찹스테이크, 케이준감자튀김, 배추김치, 흑임자드레싱, 오렌지주스, 양배추샐러드",1219.1,144.2,56.5,46.2,91.7,0.6,160.3,8.0
5155,"보리밥, 차돌박이고추장찌개, 두부간장조림, 떡김치볶음, 네모피쉬커틀렛, 깍두기, 칠리핫소스, 청사과",998.0,161.1,58.3,16.5,239.7,0.9,360.7,1.0
5156,"차조밥, 감자수제비국, 돈육잡채, 낙지볶음, 햄계란말이, 배추김치, 포도",930.5,160.3,48.4,15.9,629.1,1.0,227.7,6.0
5157,"현미밥, 황태국, 골뱅이야채무침, 명엽채볶음, 타르트스테이크, 배추김치, 깔라만시레몬에이드",914.6,117.8,49.2,28.3,239.3,0.4,227.0,4.0
5158,"강낭콩밥, 순두부찌개, 볼어묵조림, 햄진미채볶음, 순살파닭, 깍두기, 참외",1128.4,140.8,69.0,31.1,204.2,0.7,142.1,7.0
5159,"브로콜리새우볶음밥, 사과패스츄리, 콩나물국, 상추치커리샐러드, 소떡소떡, 깍두기, 초코우유",1095.7,162.8,40.3,31.5,272.4,0.7,298.3,7.0
5160,"혼합잡곡밥, 근대된장국, 땅콩멸치조림, 제육볶음, 부추전, 배추김치, 방울토마토",927.0,135.4,53.2,21.8,452.0,1.1,193.1,5.0
5161,"기장밥, 부산어묵국, 매운감자조림, 건파래볶음, 치즈돈까스, 배추김치, 브라운소스",1038.6,147.3,44.0,38.7,488.0,0.7,363.1,4.0
5162,"흑미밥, 조랭이떡국, 콩나물무침, 베이컨감자채볶음, 매운갈비순살치킨, 배추김치, 청사과",1095.5,162.8,52.2,25.5,178.8,0.5,114.8,4.0
5163,"감자밥, 참치김치찌개, 오징어실채볶음, 우불고기버섯볶음, 탕수만두, 깍두기",1029.4,135.0,52.7,32.3,204.4,0.8,117.6,5.0
5164,"보리밥, 소고기미역국, 어묵떡볶이, 김말이튀김, 닭다리오븐구이, 배추김치, 아이스망고",1181.8,176.9,51.8,28.4,298.2,0.7,167.2,1.0
5165,"팥밥, 짬뽕국, 청포묵김무침, 사각어묵볶음, 비엔나볶음, 응원햄, 배추김치, 수박",948.6,132.5,43.8,29.1,601.1,0.5,231.5,4.0
5166,"곤드레나물밥, 꽃게된장국, 삼치데리야끼조림, 깍두기, 식혜, 순두부, 양념장",906.1,121.3,46.0,28.3,105.8,0.6,188.3,7.0
5167,"수수밥, 일품떡만두국, 핫도그, 케찹, 깍두기, 요구르트, 청포도",1303.8,216.0,37.4,32.0,146.5,0.4,170.4,2.0
5168,"혼합잡곡밥, 김치어묵우동국, 난자완스, 돈육메추리알장조림, 고구마맛탕, 배추김치, 메론",1217.5,168.7,50.7,37.1,254.5,1.0,206.9,6.0
5169,"야채볶음밥, 짜장세트, 계란실파국, 고기튀김, 초간장, 배추김치, 샐러드소스, 케찹, 짜장소스, 파인애플주스, 양배추샐러드",1053.6,158.6,36.9,32.5,370.5,1.1,184.0,1.0
5170,"현미밥, 소고기무국, 안동찜닭, 김치볶음, 온두부, 장떡, 열무김치",1043.0,152.1,59.7,22.4,256.0,1.2,272.0,5.0
5171,"차조밥, 연유토스트, 시금치된장국, 오이부추무침, 돈육고추장볶음, 배추김치, 망고주스",900.3,158.1,50.4,12.7,565.8,1.1,143.5,5.0
5172,"검정콩밥, 돼지고기고추장찌개, 스크램블에그, 스테이크바, 치커리무침, 배추김치, 쿠키앤크림슈, 방울토마토",900.3,120.9,43.3,21.9,266.6,0.7,273.4,5.0
5173,"흑미밥, 김치수제비국, 돼지갈비찜, 도토리묵참나물무침, 돈육잡채, 깍두기",1223.5,154.6,55.4,39.5,277.6,1.3,226.1,4.0
5174,"돈부리덮밥, 화이트크림붓세, 콩나물국, 배추김치, 오렌지주스, 그린샐러드, 딸기드레싱",957.7,127.8,27.5,38.0,184.2,0.4,153.8,4.0
5175,"보리밥, 열무된장국, 건파래볶음, 뼈없는닭갈비, 타코야끼, 배추김치, 아이스블루베리",1106.8,179.9,54.8,29.5,770.2,0.9,197.1,5.0
5176,"기장밥, 모듬햄찌개, 철판돼지불고기, 군어묵볶음, 야채비빔만두, 배추김치, 파인애플",1117.9,154.6,60.9,31.0,258.7,0.9,158.2,4.0
5177,"김치콩나물밥, 소고기대파국, 브로컬리, 초장, 닭다리살스테이크, 열무김치, 바나나우유",909.5,128.7,47.0,24.4,437.6,0.9,373.7,5.0
5178,"혼합잡곡밥, 갈비탕, 수제또띠아피자, 석박지, 배추겉절이, 아이스망고",1210.2,136.0,68.9,35.4,84.5,0.8,351.5,7.0
5179,"강낭콩밥, 감자양파국, 메추리알장조림, 까망베르치즈어묵바, 김치함박스테이크, 배추김치, 레드핑크블라썸주스",977.8,137.1,38.8,32.3,136.6,0.7,192.7,5.0
5180,"차조밥, 육개장, 국, 두부양념조림, 명엽채볶음, 나쵸치킨커틀렛, 배추김치, 칠리핫소스",1082.5,117.4,63.1,39.1,99.6,0.9,255.5,6.0
5181,"수수밥, 소고기미역국, 야채계란찜, 삼겹살고추장철판구이, 배추겉절이, 사과, 크래미샐러드",1224.8,132.7,51.8,58.8,380.8,1.0,201.6,5.0
5182,"율무밥, 꽃빵, 황태국, 미역오이초무침, 부추잡채, 유린기, 배추김치",1145.0,137.9,57.0,42.3,358.1,0.8,150.3,4.0
5183,"오므라이스, 브라운소스, 부산어묵국, 상추사과무침, 플라잉새우튀김, 간장, 배추김치, 초코아이스크림",937.8,147.3,30.0,27.6,502.3,0.9,323.2,6.0
5184,"현미밥, 된장찌개, 미트볼떡조림, 땅콩멸치조림, 참치김치볶음, 온두부, 깍두기, 골드키위",996.5,141.2,45.7,28.6,169.1,0.8,291.3,1.0
5185,"기장밥, 사골곰국, 얼갈이참나물무침, 콘소세지카레볶음, 코다리강정, 배추김치, 톰슨포도, 청포도",982.7,141.0,44.5,28.5,248.7,0.5,192.6,4.0
5186,"보리밥, 쫄면야채무침, 화이트초코도넛, 순두부찌개, 닭봉고구마떡조림, 마늘쫑볶음, 배추김치",1247.1,213.9,48.3,27.4,390.2,0.6,203.5,8.0
5187,"차조밥, 건새우아욱국, 훈제바베큐, 부추무침, 피망감자채볶음, 로제떡볶이, 배추김치",1009.0,134.8,50.6,33.4,264.5,0.9,248.0,5.0
5188,"미트스파게티, 옥수수스프, 맥앤치즈볼, 감귤주스, 오이피클, 할라피뇨, 그린샐러드, 포도드레싱",1256.2,184.7,29.1,49.4,282.9,0.6,187.8,3.0
5189,"혼합잡곡밥, 갈비탕, 수제또띠아피자, 석박지, 배추겉절이, 아이스망고",1200.0,140.1,65.6,33.8,79.1,0.9,383.5,6.0
5190,"수수밥, 근대된장국, 콩나물무침, 비엔나볶음, 응원햄, 마늘데리야끼치킨, 배추김치, 초코우유",1309.9,173.0,69.0,35.7,369.4,0.7,326.8,8.0
5191,"현미밥, 김계란국, 숙주당근무침, 명엽채볶음, 오삼불고기, 배추김치, 배",955.8,151.0,62.2,16.9,470.9,1.1,201.6,4.0
5192,"기장밥, 들깨수제비국, 매운감자조림, 시금치나물, 겹등심돈까스, 배추김치, 브라운소스",1215.5,193.1,45.6,33.2,677.8,0.6,213.8,4.0
5193,"검정콩밥, 갈릭버터난, 팽이가쓰오장국, 마크니커리소스, 수제탄두리치킨, 깍두기, 요구르트, 앙팡, 시져샐러드",1161.6,176.5,53.7,31.4,157.4,0.7,237.2,6.0
5194,"보리밥, 고추장찌개, 도토리묵참나물무침, 구이김, 식돼지갈비찜, 배추김치, 청포도",1120.5,125.2,56.2,43.3,341.1,1.1,208.4,9.0
5195,"흑미밥, 오징어찌개, 상추치커리샐러드, 야채떡볶이, 치즈언양식불고기, 배추김치, 사과",1096.1,179.1,41.5,30.1,266.0,0.4,201.8,4.0
5196,"혼합잡곡밥, 콘치즈브레드, 소고기미역국, 김치볶음, 마파두부, 열무김치",1013.3,142.8,41.1,31.6,284.5,0.7,320.6,2.0
5197,"차조밥, 사골곰국, 새우젓계란찜, 진미채볶음, 멘츠까츠, 배추김치, 레드자몽에이드",1028.8,142.7,37.8,33.8,154.0,0.4,146.8,5.0
